Product,Category,Price,Individual Review,Location,Date,Review,Helpful
"NRS Healthcare M15691 Portable Overbed/Chair Table - Tilting, Adjustable and Wheeled",Health Care,nan,5.0,United Kingdom,2020-01-25,Nice side table for bed or armchair.,0
"NRS Healthcare M15691 Portable Overbed/Chair Table - Tilting, Adjustable and Wheeled",Health Care,nan,5.0,United Kingdom,2020-05-16,Brilliant little table I brought it to put my laptop on due to working from home. Very impressed l also now use it for craft projects. Would highly recommend,0
"NRS Healthcare M15691 Portable Overbed/Chair Table - Tilting, Adjustable and Wheeled",Health Care,nan,5.0,United Kingdom,2020-02-12,This is a nice and sturdy piece of furniture.  Adjustment is easy and intuitive.,0
"NRS Healthcare M15691 Portable Overbed/Chair Table - Tilting, Adjustable and Wheeled",Health Care,nan,5.0,United Kingdom,2020-02-09,Arrived the same day I ordered it very easy to assemble,0
"NRS Healthcare M15691 Portable Overbed/Chair Table - Tilting, Adjustable and Wheeled",Health Care,nan,1.0,United Kingdom,2020-03-09,Received this table... Got half way through building it and noticed that one of the legs are broken.,1
"NRS Healthcare M15691 Portable Overbed/Chair Table - Tilting, Adjustable and Wheeled",Health Care,nan,3.0,United Kingdom,2020-01-05,Not as strong as I expected.,0
"NRS Healthcare M15691 Portable Overbed/Chair Table - Tilting, Adjustable and Wheeled",Health Care,nan,5.0,United Kingdom,2020-01-10,Perfect for our needs - such good value. Very sturdy!,0
"NRS Healthcare M15691 Portable Overbed/Chair Table - Tilting, Adjustable and Wheeled",Health Care,nan,5.0,United Kingdom,2020-03-16,Easy to assemble it's fantastic highly recommended,0
"NRS Healthcare M15691 Portable Overbed/Chair Table - Tilting, Adjustable and Wheeled",Health Care,nan,5.0,United Kingdom,2020-03-04,"Easy to assemble and use, just make sure the adjustable hand screws are tight and check!",0
"NRS Healthcare M15691 Portable Overbed/Chair Table - Tilting, Adjustable and Wheeled",Health Care,nan,5.0,United Kingdom,2020-07-13,"The table is just perfect for what it is needed for. Sturdy,movable",0
"NRS Healthcare M15691 Portable Overbed/Chair Table - Tilting, Adjustable and Wheeled",Health Care,nan,5.0,United Kingdom,2020-01-02,A very good product.  Good for people who need it.  Specially for old and people in need,0
"NRS Healthcare M15691 Portable Overbed/Chair Table - Tilting, Adjustable and Wheeled",Health Care,nan,5.0,United Kingdom,2020-04-20,Made up with it 😁,0
"NRS Healthcare M15691 Portable Overbed/Chair Table - Tilting, Adjustable and Wheeled",Health Care,nan,5.0,United Kingdom,2020-03-22,Great product,0
"NRS Healthcare M15691 Portable Overbed/Chair Table - Tilting, Adjustable and Wheeled",Health Care,nan,5.0,United Kingdom,2020-02-23,"My husband has many problems with walking and general health that restricts him moving around. This table enables him not only to eat he’s food from he’s mobility chair, but reading the paper or doing he’s daily crossword etc He is liable to fall asleep in the middle of reading and the paper would fall on the floor, the table stops this and makes life easier not only for him but as he’s carer me also. Would recommend.",3
"NRS Healthcare M15691 Portable Overbed/Chair Table - Tilting, Adjustable and Wheeled",Health Care,nan,5.0,United Kingdom,2020-04-28,"Does what it says but these kinds of things can be quite personal. I bought this for my mother and it is just not long enough. It would also be better in design if it had a raised border at the back and possibly around the two sides so as to prevent objects falling off. I have seen this kind of table and they do work better. However, the quality is very good and having looked at lots of these this was the best value for money. if you're prepared to spend more then keep looking otherwise look no further.",2
"NRS Healthcare M15691 Portable Overbed/Chair Table - Tilting, Adjustable and Wheeled",Health Care,nan,2.0,United Kingdom,2020-06-22,when opened box both wheels were broken lucky for me i had an old table so had to take them to mend the new one . not really good at all.,0
"NRS Healthcare M15691 Portable Overbed/Chair Table - Tilting, Adjustable and Wheeled",Health Care,nan,5.0,United Kingdom,2020-05-25,Excellent order once again I know if I need anything formy disability needs I'll be ordering of you many thanks,0
"NRS Healthcare M15691 Portable Overbed/Chair Table - Tilting, Adjustable and Wheeled",Health Care,nan,5.0,United Kingdom,2020-02-11,"Essential piece of kit for seven bedridden weeks. Easy to put together and slotted nicely under the bed, then easy to adjust the height for working.",0
"NRS Healthcare M15691 Portable Overbed/Chair Table - Tilting, Adjustable and Wheeled",Health Care,nan,5.0,United Kingdom,2020-02-16,Just what I  wanted- ideal  for laptop use.,0
"NRS Healthcare M15691 Portable Overbed/Chair Table - Tilting, Adjustable and Wheeled",Health Care,nan,5.0,United Kingdom,2020-06-14,"Totally worth the money; so very pleased;Moves easier than the ones in the hospital;Just more difficult  too move up and down,",0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,4.0,United Kingdom,2020-04-03,"as titled, product comes with more equipment and is slightly higher quality than  the tommee tippee. would recomend",0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,3.0,United Kingdom,2020-03-08,Nice little set but the little booklet doesn't say what half of the items are. I had to Google what certain items are and how to use them.,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-05-29,Yes it has everything not used everything but everything that I have is useful. Fast delivery. Worth the money.,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,4.0,United Kingdom,2020-01-22,Absolutely satisfied with this kit! I love all the items especially the nasal bulb - really came in handy! Highly recommended.,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,4.0,United Kingdom,2020-05-07,"It good quality case , some of the tings do not fit in it unfortunately. Other then that it ideal for what you need",0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-07-09,"Great value for money, has all u need and comes in a nice case.",0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-01-27,"Fast delivery, excellent quality, all itens received ! I would definitely recommended this care kit.",0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-04-27,Great value. Kit contains so many handy items and things you might not even think about. Carry case is good quality too.,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,1.0,United Kingdom,2020-05-04,"I really like everything in this kit, the range is good. But it's a bit messily packed in...also the thermometer battery was running out. I don't expect to buy a new item and it not work and already need battery replacing....",0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-02-28,"Bought before the baby's been born. Now three months in, I find it quite useful and of good quality for the money. Although, we haven't used everything from the kit.",0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,3.0,United Kingdom,2020-05-01,Love the brush and the comb but it came with no protector for the brush and the temperature thing is broken it’s not giving consistent readings but overall love this product the brush is very soft for his head and everything else works and came fine,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,4.0,United Kingdom,2020-05-18,Exactly as item as described. Bigger than expected though,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,3.0,United Kingdom,2020-05-31,Its not the best quality but it does the job.,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-03-26,"Purchased this for baby shower gifts, best quality and good price for purpose.",0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,1.0,United Kingdom,2020-07-02,I didn't like the product as I feel few items gives weird smell which is not safe for a baby.,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-07-09,Great little kit,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-06-11,Very complete and helpful.good price,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-03-30,"Good product and fast delivery, value for money",0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-02-25,I love this! Very helpful! Good quality!,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-04-29,As described. Fast delivery.,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-04-29,Was really impressed with the quality of the items. It’s really worth getting it has so many useful pieces,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-03-30,Very impressed with the quality and amount of items. Better than the branded ones. I would definitely recommend!,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-01-04,Gift at a baby shower. Lots of accessories. Could do with an instruction book but found the instructions online,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-02-12,Great value for money as lots included. Only really used the nail scissors and nasal aspirator at the moment and they work great.,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-06-09,It contains everything I need for my baby . Good price . Good quality.,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-05-29,Brilliant product,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,4.0,United Kingdom,2020-02-09,Everything needed to keep baby well groomed.,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-06-02,Great kit,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-03-25,Perfect for taking kids temperature a really good gift,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,3.0,United Kingdom,2020-07-08,I just got my order and I was surprised with the condition of the items inside the bag. It looked used or that was been used for display as it has some scratches and marks specially on the brush and comb.,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-07-21,It has all the stuff I need for my baby. Good quality and value for money.,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-06-08,Amazing little kit for newborn babies. Highly recommended,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-01-23,Bought it for a new mommy and is very handy for newborns.,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-06-27,"Very good  but arrived very late ,it tooks nearly one month to arrive",0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,3.0,United Kingdom,2020-03-05,As described. My only issue is the thermometer has a low battery.,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-01-06,Lovely little starter kit,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-03-02,Fantastic Product!!Contains everything needed for Your Babies Health Care.Brilliant health are kit box.,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-02-13,Everything I need for my new born,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,3.0,United Kingdom,2020-03-26,Contents as described however the thermometer is reading inaccurate so I’m returning it as I bought primarily for the thermometer.,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-01-29,"very good set, you have all essential for the little one.",0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,1.0,United Kingdom,2019-12-12,"When this product was delivered the appliances inside of the case were covered in short hairs. Considering this was bought for my newborn son, I am really disgusted and therefore haven't used the product!",0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-02-03,Fantastic selection for the price. All you need for a baby grooming.,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,3.0,United Kingdom,2020-04-05,"Everything was included and everything worked fine, the brush was leaving hairs while shaking it the slightest, I’m buying a different brush. But for the price it was okay.",0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-04-16,Good kid for newborns. Has all the essentials.,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-05-02,Good quality,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,4.0,United Kingdom,2020-03-13,"I bought it for a friend and had it delivered straight to her so I haven't actually seen it.  However, my friend said it was 'just the job'  so I guess it was all good.",0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-03-05,Has everything that I need in order to take care of my baby's hygiene!,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-03-12,Very good,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,2.0,United Kingdom,2020-04-24,The hair brush is awful as soon as I opened the box there were so many bristles loose in there and brushed against my hand they are all falling out!,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-01-01,Perfect,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,4.0,United Kingdom,2020-07-23,It’s absolutely fantastic compact and everything as it is in the picturesPerfect gift,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-05-18,"I haven't start to use it yet, but seems very good quality.",0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,1.0,United Kingdom,2020-01-26,The thermometer was broken it😡,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-04-25,Great idea and good lighting for feeding,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,1.0,United Kingdom,2020-01-01,Had to send back as it looked like it had been used before even had hair in the box so disappointed,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-05-22,Got everything I need for my baby,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-05-23,I love it . Good quality! Highly recommend!,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-03-26,Loved the product amazing price and a perfect present for new mums,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-05-04,Love this product. Very practical and compact. Very baby friendly too,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,4.0,United Kingdom,2020-01-09,Satisfied with my purchase.,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-04-29,Beautiful little kit has every thing you need for new baby,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-06-10,You have all you need. Good product for a good price.,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-02-10,Great product everything u need for a baby,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,4.0,United Kingdom,2020-05-04,Good,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,4.0,United Kingdom,2020-05-04,A well stocked quality baby care kit. Only shortcoming is that the hair brush sheds bristles when using,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,4.0,United Kingdom,2020-06-21,Perfect,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,5.0,United Kingdom,2020-05-09,Ever,0
"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",Health Care,14.99,1.0,United Kingdom,2020-05-17,Quality is very bed...,0
