Product,Category,Price,Individual Review,Location,Date,Review,Helpful
Amazon Basics Microfibre Cleaning Cloths Pack of X,Auto,0,5.0,United Kingdom,2020-05-07,"It’s good quality, definitely ideal for household cleaning. For car detailing I would only use it on the trim, you’re probably better off using something a bit more fluffy on the paint.",0
Amazon Basics Microfibre Cleaning Cloths Pack of X,Auto,0,5.0,United Kingdom,2020-04-09,good for cleaning work tops washing dishes kitchen cupbards an all rounder,2
Amazon Basics Microfibre Cleaning Cloths Pack of X,Auto,0,5.0,United Kingdom,2020-07-13,I was really pleased with these clothes. They were much bigger than I thought and of good quality. Excellent value.They have remained in good condition even after several washes. I would buy them again.,0
Autoglym,Auto,0,1.0,United Kingdom,2020-05-01,"Price paid: £12
Delivery: Prime, guaranteed by the end of the week. Arrived early.

What can I say. My first experience with 'snow foam' is a total let down. This stuff is simply a marketing ploy to get people to take photos of their car while it's covered in white foam to slap on social media and tag Autoglym. Let's do the usual and break it down into pros and cons.

Pros:
+ Really easy to use. Picked up a bottle for my pressure washer lance a few weeks ago and decided to give the foam a try. Simply use a funnel if you have one and fill the bottle up. I used 2 parts water to 1 part foam
+ Plug and play. As soon as your bottle is filled, start spraying. Probably dependant on your lance bottle size, mine is approx 300-400ml and probably lasted about 3/4 mins of having the trigger pulled down
+ Saves time covering car with soap manually. Read cons for more details
+ Even during the pandemic, this came earlier than expected. Ordered on a Monday, said by Friday, but came on Wednesday.

Cons:
- The power of the foam. Don't expect this to make the dirt just fall off the car, it doesn't. I tried this on a small to medium car covered in light to moderate dirt/dust. Being my first snow foam attempted I decided to see what all the fuss about with people claiming the dirt to just run off. I did 2x runs.

First run was covering the car with foam and leaving it for a few minutes until the 'snow' has disappeared. I then pressure washed the remainder off and the results were pretty bad once the car dried. I have attached the photos of this first run so you can see for yourself.

The second run was better, however this time I covered the car with foam, then I allowed it soak for a few minutes then just attacked the car with a clean wash mitt. In all honesty, no better than regular car shampoo and wax combo. Might as well have continued using the two bucket of water and soap method - I guess it did save time covering the car with soap, but when you can pick up some Turtle Wax shampoo and wax for well less than half this stuff it's a no brainer.

Expected this to be a decent buy for colder months to speed up the process of car cleaning and detailing when you don't want to get your hands cold and be outside for a long period of time. Boy was I wrong. Stay away from this marketing ploy!",59
AA 12V Digital Tyre Inflator AA5502 – For Cars Other Vehicles Inflatables Bicycles - Shows PSI BAR KPA 0-120 PSI – Includes Adaptors,Auto,0,5.0,United Kingdom,2020-01-22,I've went through a few 12V Digital Tyre Inflators in the past and although it's early days this is so much better. The screw on hose to connect to the tyre is so much easier than the clip on type that never stay on or if they do aren't on far enough to depress the valve. The digital readout removes any guesswork about tyre pressures and is far more convincing than the analogue dial which rarely remain accurate. All in all a handy addition for folks with alloy wheels who need to top up their tyres with irritating regularity.,9
Bosch Headlight Bulb,Auto,0,2.0,United Kingdom,2020-01-17,"To be honest im fed up of trying to find a bright Halogen bulb now, I have tried ALL of the supposedly TOP brands and all have disappointed me! THERE IS NO BRIGHT HALOGEN BULB PEOPLE!! don't waste your money! Im now going to try LED'S and if that fails im paying for xenons!! Thw halogens are like candles on my BMW F10 520d, which are fitted with projector lenses! I tried the halogens that boasted 130% more brightness and even 150% they are all as bad as one another, it should be illegal to falsely advertise such untrue statements! good luck everyone!!",3
Lanpad 2 Pack Faraday Pouch for car keys,Auto,0,5.0,United Kingdom,2020-01-16,"I am impressed by the quality of the pouches. I like the finish the carbon fibre against the red stitching is modern and good looking. My Audi keys fit perfectly, one in each pouch. I found a small chain and key ring in the pouch. This is not necessary in my view unless it is a quick release as I wouldn’t want the pouch dangling from the key but a nice touch for anyone that has a use for it? There has been a recent spate of car thefts in our area where scanners have been used. These give me Some piece of mind as I wouldn’t want to be the next victim.Edit: A few months later, following a recommendation to a family member I have now made a subsequent purchase on their behalf. We now have 4 keys secured and 2 cars protected.",5
Lanpad 2 Pack Faraday Pouch for car keys,Auto,0,2.0,United Kingdom,2019-12-06,When this product was first delivered I took them out of the package & one of the cases inside key chain has come away for the flimsy loop that it should have been attached to / it has unstitched !! But when I tried its functionality it worked so I didn’t bother with returning it. HOWEVER less than 2 months on - when my key is in the pouch it no longer blocks the signal and I can now open my car door!!! What a joke! I am so so disappointed and would like to know if any others actually work for longer than a couple of months please!Also so disappointed it does not have a belt loop on the back as mentioned in details !,7
Amazon Basics Microfibre Cleaning Cloths Pack of X,Auto,0,5.0,United Kingdom,2020-05-10,Perfect microfiber clothes for in the kitchen and there machine washable,0
Autoglym,Auto,0,2.0,United Kingdom,2020-07-07,"Polar WashI take car cleaning seriously, I snow foam and rinse, I have buckets with grit guards etc etc, i always wanted a shampoo product that i could spray onto the car after i have used the snow foam first  and just run around with a couple of wash mitts once the car is covered in shampoo.  I thought this was it ! however it doesn't foam and cling enough for me ( i would not expect it to foam as thickly as a snow foam). You spray the car and by the time you get around it most of it has gone, i have been increasing the concentration and i think when I reach a good enough mix it will be too expensive to use. ( i might try standard shampoos in my snow foam gun to see how that compares, maybe with a drop of snow foam to increase the foam levels).Snow foam generally does not have the same ingredients as a shampoo, so it does not condition the paint, shampoo feesl more slick/slippery when you use it with a wash mitt so the mitt glides over much nicer, it also does not leave a surface that easier to rinse or leave in some cases a shiny surface, snow foam is a cleaner that your rinse off, not wash the car with, thats not its job.Snow foam get sprayed on the car first, Auto Glym  version of a snow foam is POLAR BLAST. You let Snow foam dwell and then rinse off. You do not use this to wash the car with mitts etc. when you rinse this off a good snow foam product takes a lot of the grime with it. this means when you wash the car there is less chance of surface contaminants scratching the paint work. this is when you then use shampoo or polar wash  and wash by hand.nice idea and has prompted me to try some of my own combinations,",6
Autoglym,Auto,0,5.0,United Kingdom,2020-06-04,"I've always used Autoglym products, since getting a new pressure washer with the bottle attachments, this is all I use now. I've bought into the full set of Polar Blast, Polar Wash, Polar Seal. It makes cleaning the cars so much easier and they do a really great job.

This pre-wash foam is great for softening up bird poo, dried on muck, spattered insects etc.

My only complaint is that it mixes 50:50 with water, where as the Polar Wash mixes 1:5, so you need 5 times as many bottles of these as the Polar Wash. I wish they had concentrated it more so that it lasted longer.

If you haven't used these before, do yourself a favour, buy 3 bottle attachments for your pressure washer, and use the whole set. Super shiny cars with much less effort.",5
AA 12V Digital Tyre Inflator AA5502 – For Cars Other Vehicles Inflatables Bicycles - Shows PSI BAR KPA 0-120 PSI – Includes Adaptors,Auto,0,1.0,United Kingdom,2020-05-11,Setting the target pressure really doesn't work. Pressing plus to set pressure there is no response then suddenly jumps way past pressure you want to set. Reducing button works but then pressing the go button sometimes it doesn't work and pressure read out won't go above 30 psi. It's very unreliable. I intend to test it one more time then it'll likely be going back unless it starts working. Not sure I have confidence in it,5
Bosch Headlight Bulb,Auto,0,5.0,United Kingdom,2019-12-03,"Good bulbs. As with all these bulbs that claim amazing extra brightness, take with a pinch of salt. Bought these because I was going to have my headlights out on my car and it’s a lights out to change a bulb (really stupid design) so decided to change the bulbs while they were out as I didn’t know when the were last done. I’d say they give you about 10% extra light over the cheap bulbs that were in before and very slightly whiter light but by no means white light. If you buy the super bright bulbs they just burn out with in 12 months so in my opinion not worth it. Overall, good price for slight upgrade over cheap bulbs.",0
Bosch Headlight Bulb,Auto,0,5.0,United Kingdom,2020-02-12,"Ordered last night, arrived and fitted today.Really pleased with the sharp, bright white beam. BIG improvement in definition and clarity, and at a reasonable price. Looks good,  and feels safer in terms of 'see and be seen'.I will update as to their longevity",3
Dr. Beckmann Carpet Stain Remover | Removes new and dried-in stains | includes applicator brush (650 ml),Auto,0,5.0,United Kingdom,2020-05-14,"This product is amazing.  I had a few stubborn stains from puppy accidents that, despite being treated at the time they happened, were really obvious on my light grey carpet.  Very easy to use (just follow the instructions to only poke a very small hole in the lid to avoid too much liquid coming out), so fast acting and effective.  My carpet is almost as good as new!",5
Lanpad 2 Pack Faraday Pouch for car keys,Auto,0,5.0,United Kingdom,2020-02-02,"I just bought a keyless entry car and didn't quite know how this whole keyless thing would pan out. Do I get a puch or a box, is it a faff and so on.
I decided on the pouches as you get two, one for your spare and one for your main key. I found the best way to do it was keep the car key separate from the rest of the keys and just pop it out of the pouch and put it in your pocket when going out.
The pouch would probably take 4 or 5 keys but the single key is by far the easiest method. I have stood next to car with the key in the pouch and the car would not unlock, so it works.
The pouch itself looks neat and has a snap hook on the back and a small chain on the inside to attach your key. I don't use either and will probably remove both at some point.
I'm very happy with this new method to take on and it works well. Just separate your car key and square it in a (zippable?) pocket because, let's face it you don't need it, and keep the keys you do use (house etc) in another pocket.",1
Amazon Basics Microfibre Cleaning Cloths Pack of X,Auto,0,5.0,United Kingdom,2020-05-06,good quality and soft,0
Amazon Basics Microfibre Cleaning Cloths Pack of X,Auto,0,5.0,United Kingdom,2020-01-20,just what i neededthank you,0
Amazon Basics Microfibre Cleaning Cloths Pack of X,Auto,0,5.0,United Kingdom,2019-12-13,"Bought to clean vinyl LP's, perfect, once washed to remove any loose threads and dust.",0
Amazon Basics Microfibre Cleaning Cloths Pack of X,Auto,0,3.0,United Kingdom,2020-06-27,"Soft , fluffy but little substance.",0
Autoglym,Auto,0,5.0,United Kingdom,2020-02-14,"I thought I’d step up my car wash routine from the usual bucket and sponge to full on pressure washer with foams and rinse. After a bit of research the Autoglym products appeared to get good reviews which seem to be justified.

Following the Autoglym instructions of rinse, Polar Blast soak for 10 minutes, rinse, Polar Wash, *sponge*, rinse, Polar Seal, rinse and then dry I was fairly impressed, however, there’s no getting round it... you will still need to use a sponge as a pressure washer alone will not remove all the dirt.

Fortunately the Polar Wash foam is soapy so the addition of a bucket of warm water, shampoo and a noodle mitt at this point makes the car wash quick and easy.

Polar Blast, as mentioned by others, seems pointless but I believe it helps to dissolve the dirt a little before you move onto the wash stage.

Polar Seal is awesome and causes the water to bead and run off leaving a super shiny finish that’s easy to clean next time around.

What has surprised me the most is how far it goes. All of the products are diluted into warm water and I’m using 250ml or less of the diluted solutions. I initially bought one snow foam gun but after a successful first few washes bought two more so I can keep the part used solutions under the sink between washes.

Recommended if you want to take your car wash to the next level.",1
Autoglym,Auto,0,5.0,United Kingdom,2020-04-22,"After reading reviews on different car shampoo's decided to go for AG.
It has to be used with a snow foam cannon/bottle but boy does it foam.
Only slight issue is it can be too foamy and is a pain to get out of shuts and gaps otherwise its a pain and takes longer to get rid of it...
As for cleaning power i had a car that hadn't been washed in about four months so a lot of dirt and traffic film build up and was ok but i think it could have broke down dirt more, maybe need to let it dwell a bit longer but the sun was out and didn't have time before it drys out then your left with dreaded water marks stains to get out double the work.
I would say this is better for when cleaning you car say weekly as it will make it quicker and easier as i said my car was filthy and if it weren't so dirty probably would have done a better job but never the less does what it should.",4
Autoglym,Auto,0,5.0,United Kingdom,2019-12-05,Surprised to see this set with a single 1 star review! The products are excellent (see individual product reviews) and this starter set allows you to try before you buy the much bigger bottles. The set gives you quite a few washes (I halved the quantities for my MINI) and I can’t fault them. I recommend two clean buckets of water with grit guards to wash your mitt out during the polar wash stage. The final stage leaves a really good shine and you just spray it onto a wet car and then dry as normal. Great protection including your alloys which I can never be bothered to wax.,4
AA 12V Digital Tyre Inflator AA5502 – For Cars Other Vehicles Inflatables Bicycles - Shows PSI BAR KPA 0-120 PSI – Includes Adaptors,Auto,0,5.0,United Kingdom,2020-05-29,"Why didn't I get one of these sooner?I remember thr frustration of driving to the petrol station before a long trip to find the machines broken , or a long queue, etc etc.Now, with this product, that is a thing of the past; it's easy to use, just plug the power cable into your 12v 'cigarette lighter' socket, set the correct pressure, push the relevant button and away you go.",4
AA 12V Digital Tyre Inflator AA5502 – For Cars Other Vehicles Inflatables Bicycles - Shows PSI BAR KPA 0-120 PSI – Includes Adaptors,Auto,0,3.0,United Kingdom,2020-06-01,"Not spectacularly solid feeling, but works just fine and for the price I wasn't expecting much more.

+ inflates tires
+ auto-stop is a good safety feature
+ cheap

- feels cheap
- loud when working
- power lead only long enough to do one side of the car at a time
- setting the target pressure not as intuitive / responsive as it could be

Overall, if you need something affordable to put air in your tires and stop when they're done then this does the job. I'm not in a position to compare directly with the competition, but I suspect there are quieter, more solid and feature rich options available.",3
Bosch Headlight Bulb,Auto,0,3.0,United Kingdom,2020-04-01,"No different from the bulb its replacing and the one in the other headlight both of which are not Bosch.

Advertised as 90% greater illumination - greater than what.
Intense white light - meaningless
Longer light beam - longer than what
Better visibility whatever the weather - same applies to any bulb when you switch it on",1
Bosch Headlight Bulb,Auto,0,5.0,United Kingdom,2020-04-20,"I couldn't understand why my headlamps were so dim; I tried changing the fuses and cleaning the headlamp lenses.  It then occurred to me that the bulbs that I had previously bought in bulk from were probably rubbish.  I bought the Bosch bulbs to replace them, and I was back in business with bright headlamps. I won't buy unbranded headlamp bulbs again.",1
Dr. Beckmann Carpet Stain Remover | Removes new and dried-in stains | includes applicator brush (650 ml),Auto,0,5.0,United Kingdom,2020-06-19,"The product worked better than expected, the coffee stain has pretty much completely gone(those who don't know about will not notice it at all, I can because I know it was there!) I will definitely recommend this to others, I can't fault it as it does do what it states. My only and minor issue with it was the the after smell, but that cleared after using some fabreeze.",4
Dr. Beckmann Carpet Stain Remover | Removes new and dried-in stains | includes applicator brush (650 ml),Auto,0,5.0,United Kingdom,2020-04-26,"When I first viewed this product and its reviews, I was very skeptical. However, I got the product and used it on carpet stains (where I spilled some lemsip and an old stain) and it actually works! I was not expecting a bargain for a quality product. Definitely recommended.",5
Lanpad 2 Pack Faraday Pouch for car keys,Auto,0,1.0,United Kingdom,2020-01-06,This product did not block the signal from my key,8
Amazon Basics Microfibre Cleaning Cloths Pack of X,Auto,0,5.0,United Kingdom,2020-06-03,easy to use and easy to clean,0
Amazon Basics Microfibre Cleaning Cloths Pack of X,Auto,0,5.0,United Kingdom,2019-12-16,Great,0
Autoglym,Auto,0,4.0,United Kingdom,2020-03-05,"This is a nice easy to use Autoglym product, creating massive amount of foam that dwells for a very respectable time.

This type of product is typically used as the first part of multi stage cleaning process, followed by a hand wash and then some type of sealant or wax at the end (in Autoglym's case this is Polar Wash and then Polar Seal in this product line). The purpose is to remove as much solid dirt as possible to avoid scratching paintwork during the hand wash process, and this is where the product falls down a bit.

It does clean to a degree, and the dwell time of the product on the paintwork helps in that respect, though when pressure washing it off there can still be a fair amount of grime left. An equivalent product from Bilt Hamber (Autofoam) removes significantly more dirt and grime for a similar cost.

Another aspect is that the surplus foam from this product can stick around for some time - when I've used it in winter is has managed to remain on the road for around 3 days!

Ultimately, this is probably more a 3-season product that is less able to deal with typical UK winter road dirt, though is still a good product that probably suits vehicles that are not left to get too dirty...",2
Autoglym,Auto,0,5.0,United Kingdom,2020-04-23,"40ml of product to around 200ml of water for a car means it ‘should’ last 25 uses. That’s a year for two cars done once per month so value for money is great.Rinsed down, Snow foamed (currently using polar blast), rinsed, Applied polar seal, rinsed and dried off using instadry towel.  Took a total of 20 mins and the car looks amazing. Hasn’t been machine polished in 18 months and is due for a full overhaul detail but this has brought it back to life in no time at all.  Worthy addition to the lineup in my arsenal.",4
Autoglym,Auto,0,4.0,United Kingdom,2020-06-29,"This is a really nice and satisfying product.  I use this with a Karcher jet wash (K2) and foam nozzle.  I'm not sure if the results are any better than using a bucket and sponge with Autoglym standard shampoo, but the results aren't any worse.  If anything, the product possibly reduces the likeness of picking up any further contaminants from the bucket.  Using this foam shampoo is incredibly satisfying however and I'll continue to use this regardless of my previous point as a small amount of this product goes a very long way.I found combining this with Autoglym 'super resin' polish and the gold label 'extra gloss' gives awesome results.  Our Audi A3 which has 110,000 miles on looks almost as good as new.  Providing water is wiped off with a micro-fibre cloth the results are incredible.",1
Autoglym,Auto,0,5.0,United Kingdom,2020-05-06,"I have used a Karcher foam cannon and used 100ml of Polar Blast in contrast to 400ml of water. Which would equal for about 25 washes of the car which is great in my opinion for this price.

The foam is thick, not too thick so that it doesn't slide down for example on the bonnet, but just amount of tick to slide down and get all the dirt down before touch washing.

This is the first type of product of this kind so I can't compare to other brands but in works exceptional in my opinion.

I have Karcher K3 and Karcher foam cannon and it works a treat.

Highly recommended.",1
AA 12V Digital Tyre Inflator AA5502 – For Cars Other Vehicles Inflatables Bicycles - Shows PSI BAR KPA 0-120 PSI – Includes Adaptors,Auto,0,1.0,United Kingdom,2020-05-18,Unfortunately this mini-compressor failed to operate for maybe 3 out of 4 times that the button was pressed. Most of the time it simply made a strangled clunking sound (like a valve opening) and did nothing. I obviously got a dud one so this has been returned for a refund. It also has a fairly big design flaw in that it uses a screw-on valve connector rather than a lever-activated one. The net result is that you lose about 2-3 PSI screwing the thing on and then another 2-3 PSI taking it off again. You therefore have to add 2-3 PSI to the value you are inflating to in the knowledge  that you're going to lose that when you disconnect!,3
Lanpad 2 Pack Faraday Pouch for car keys,Auto,0,5.0,United Kingdom,2020-02-07,"It seems to work as it is supposed to. I’ve tried to open the car with the key still in the pouch, but it won’t have it. The previous pouch, which was purchased at the popular High Street motorist & cycle shop (Black and Orange logo, beginning with 'H') was totally useless. I could open my car and start the engine without even removing the key from the pouch.I have to admit that the main reason I chose this one over the many others on Amazon is the fact that this one has the ring and chain attached. My key is permanently attached to the pouch and gets tucked away inside once the car is locked. At night, I keep the pouch inside a Faraday Box, so it is doubly protected. That car cost me a lot of money, so I’m looking after it the best I can.I cannot comment on how robust this pouch is yet, because I’ve only been using it for a few weeks, but it looks pretty well constructed, so fingers crossed.You won’t get a whole bunch of keys inside this pouch, just your car key, but there is an external carabiner style clip on which to attach your other keys. I choose to keep them separate.",0
Lanpad 2 Pack Faraday Pouch for car keys,Auto,0,4.0,United Kingdom,2020-03-04,"The pouch does block the signal given off from the key. I tried it out when sitting in the vehicle with the the key in the pouch & with the flap pressed closed. I tried to start the car, it wouldn’t start. Once I took it out of the pouch, I was able to start the vehicle. So yes it does the job. I gave a score of 4/5 only because I thought the pouch was a bit larger than I would have liked. It would also have been useful if it had a loop to be able to fit on to a belt. As for the question of durability, I have only had it a week but it seems well made. As for the service from the seller, it was very good. I ordered it on a Saturday afternoon & received it by Tuesday morning.",1
Amazon Basics Microfibre Cleaning Cloths Pack of X,Auto,0,5.0,United Kingdom,2020-07-19,Excellent cloths,0
Amazon Basics Microfibre Cleaning Cloths Pack of X,Auto,0,5.0,United Kingdom,2020-05-21,Amazing product. Cheap and handy! Recommend!,0
Autoglym,Auto,0,1.0,United Kingdom,2020-04-14,"It does foam, smells good and is easy to apply with a pressure washer, but this is where the positives end.After using on a well polished car that only had light dirt/dust covering due to little use recently i expected the shine to return easily. This product after being washing off left a dull coating on a shiny surface leaving it looking worse than i had started. To get over the problem i had to use a sponger and bucket and then apply an Autoglym sealer really disappointed Autoglym are selling this product.",3
Autoglym,Auto,0,2.0,United Kingdom,2020-06-30,"Well i had high hopes  for this product.Unfortunatley packaging doesn't mention the fact you need a jet wash which can be used on a lower pressure.I followed instructions for dilution and attached mixing bottle.As it hit the car it looked foamy , then after a few seconds just ran off .Tried 4 different solutions and watched you tube videos, but no luck just the same.May as well just hand wash car, as you have to wipe with a mitt anyway.Finish is no better than ordinary autoglym shampoo.I certainly would not buy a new adjustable pressure jet wash and an auto glym foam bottle for it to work.Save your money unless you have the correct jet wash.I get a better finish when I hand wash, and its quicker.More like auto glum to me",0
Autoglym,Auto,0,5.0,United Kingdom,2020-04-13,Been a weekend car washer with slight OCD lol I've tried several snow foam products and settled with this 1 yes it's pricey you can buy cheaper products but will they do the same job ? This produces a nice long lasting foam that dwells and stays I just do the normal rinse my car with pressure washer first to get rid of loose dirt then apply the foam leave for 8 to 10 mins wash of then use Auto Glym high definition shampoo another great product and do a 2 bucket wash with a good quality wash mitt then i tried the new Turtle Wax Hybrid Sealant Hydrophobic coating spray and wow that's another amazing product left my car with a shine like glass so to sum it up if you want great results all the time you'll have to pay a little more you get what you pay for would reccomend give it a go try all 3 products you'll be glad you did,0
AA 12V Digital Tyre Inflator AA5502 – For Cars Other Vehicles Inflatables Bicycles - Shows PSI BAR KPA 0-120 PSI – Includes Adaptors,Auto,0,1.0,United Kingdom,2020-05-18,"First one the + button didn't work so you couldn't set the pressure but I managed to get a bit of air into a half flat car tyre. Second which Amazon sent the next day as replacement, you couldn't even screw it on the valve.Piece of garbage, quality control must be non-existent. Zero stars but you have to select one. I'm buying another make, no more AA for me.",2
AA 12V Digital Tyre Inflator AA5502 – For Cars Other Vehicles Inflatables Bicycles - Shows PSI BAR KPA 0-120 PSI – Includes Adaptors,Auto,0,1.0,United Kingdom,2020-06-16,"This pub wouldn't form a good seal with any tyre I tried it with (on a total of 3 cars). Each tyre I tried to use it on ended up at a much lower pressure than they had started out on, and was no where near the pressure this pump displayed when it had finished pumping.

If you're buying this in case of emergency do no trust that it will help you, it will only mean you have no idea what pressure your tyres are at.

Bought a different pump off amazon and it worked great, it's just this product that has the problem. Don't trust it just because it says it's AA.",3
Bosch Headlight Bulb,Auto,0,4.0,United Kingdom,2020-02-10,"Definitely brighter than standard bulb and whiter, not 100% white but for a halogen bulb you can't complain. Definitely live upto, If not better, than rival bulbs at almost twice the price!",4
Amazon Basics Microfibre Cleaning Cloths Pack of X,Auto,0,5.0,United Kingdom,2020-07-11,"Reccomend it,these are the right size and quality clothes for your car,or home . Not huge or to small! I will buy them again",0
Autoglym,Auto,0,5.0,United Kingdom,2020-04-22,Brought the set with pre wash this and sealer for a good price.Easy to apply via foam cannon and very good amount of foam nice and thick if anything a bit too thick and does get everywhere and stays on floor driveway and have to rinse off. Did give nice wash but not so good on heavy soiled vehicles and would need a dedicated traffic film remover before hand for maximum results.,1
Autoglym,Auto,0,5.0,United Kingdom,2020-01-12,Video Player is loading.,6
Autoglym,Auto,0,5.0,United Kingdom,2020-01-27,"First round of product I've bought and used in a foam lance, doesn't come out foamy though, more like a waxy rain-like coating, can't really comment on how well it seals the paintwork as I didn't do a full decontamination. Car did come out nice and shiny! will keep using it monthly and see what the bodyshop says when I get a professional job done on the paintwork later in the year.Note: can be used as a top up for a ceramic coating or as a spray on solution with the rest of the polar range.",2
AA 12V Digital Tyre Inflator AA5502 – For Cars Other Vehicles Inflatables Bicycles - Shows PSI BAR KPA 0-120 PSI – Includes Adaptors,Auto,0,5.0,United Kingdom,2020-05-01,took a few seconds to connect the hose to the wheel - automatically gave a pressure reading - you then set the pressure to what you want and off you go - took about 10 mins to go from 12psi to 38psi - then automatically shut offthis device is brilliant!!!,3
AA 12V Digital Tyre Inflator AA5502 – For Cars Other Vehicles Inflatables Bicycles - Shows PSI BAR KPA 0-120 PSI – Includes Adaptors,Auto,0,1.0,United Kingdom,2020-02-11,This item is awful to use.I have arthritis in my hand and I can't turn the connection on to the valve very easily.Once it's on and done I unscrew it and when it's finally released it's let air out whilst taking it off..Wouldnt recommended,3
AA 12V Digital Tyre Inflator AA5502 – For Cars Other Vehicles Inflatables Bicycles - Shows PSI BAR KPA 0-120 PSI – Includes Adaptors,Auto,0,1.0,United Kingdom,2020-03-10,"This is the 2nd AA pump I have tried, the first one barely reaching 24psi and was returned.  This second one started at 33.5psi and after 10 minutes had fallen to 34psi and would not increase.  The desired tyre pressure is 36psi.This is the worst pump I have ever had and have had to resort to an old foot pump which I had retained.I will not be requesting another of the same, but I await your comments with interest.",4
