Product,Category,Price,Individual Review,Location,Date,Review,Helpful
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-03-02,"We bought this for my 6 year old for Christmas. He has loved playing with it and it's perfectly suited for his age. He can do all the projects outlined in the manual by himself. It's easy to use and holds his interest. We have had to replace two parts so far (two months in). One of the lamps (L4) and the battery pack (B3B) have broken already. The plastic piece holding the battery anodes broke in two places from the pressure of the batteries against the spring. So far, Elenco has had great customer service and has replaced both pieces free of charge. But they will only replace three pieces per customer for free, and give the rate of breakage, I'm a little concerned I'll exceed that limit. My son loves this toy, and it's really one of the best Stem toys for his age group I've seen, so I still recommend it, but it would be nice if the pieces were a little higher quality.",0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-01-08,"I was skeptical that my 5 year old Nephew could use this kit by himself.  Was I wrong.  The way that the teaching book diagrams each project allows the child to visually see how each piece is installed.  The ease of installation of each piece gave him the confidence to experiment in each project.  After working with my Nephew on a couple of projects, he was ready to tackle the rest of the projects himself.  The pride and sense of accomplishment he experienced was priceless.  I would highly recommend this to anyone.",0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-02-26,I bought these for my STEM-excited Kindergartner. He has had so much fun discovering how electricity works and experimenting. I'm excited to get him the bigger sets for his birthday. My only wish is that they came with a booklet that parents could read to explain the science to the little scientists.,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-04-14,"We got this years ago and every time I get it out I’m so pleased with how much my kids enjoy playing with it. It’s so easy to use and easy to manipulate that they are learning and don’t even realize it. Excellent quality and it’s very safe. My kids are 9, 7 and 5 and they all love it!",0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-02-13,This electronics kit includes 101 projects.  My 9 year old nephew finished them all in about 2 days.  He was determined to complete it!  What a whiz kid.  The kit itself is well built and the cost was super affordable for the amount of learning he got out of it.  Highly recommend this kit.,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-07-15,My son is four and a half years old and he absolutely loves this toy. He was so excited that he finished all the circuits in less than an hour with my help. Now he spends hours playing with these. The only complaint i have is that the horn sounds awful!,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-01-26,This stem product I bought as a gift for my 9 year old boy. He plays with this for hours. There are multiple ways he can design this and he is just absolutely in awe over it. So am I! This product is amazing and great hands on for an older child. 100% reccomend!,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,3.0,United States,2020-01-02,"It's easy to use and comes with good directions, however doesn't come with all the parts that it lists in the instructions. The instructions state that however why give directions for something that can't be done with the pieces given? Had over 20 different types in the instructions but could only do maybe half that",1
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-04-28,"We just opened the Snap circuits box today and it’s a huge hit with my 5 year old son! He’s totally not interested in looking at the diagrams, so hopefully he won’t break it. And he’s been snapping for hours!",0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-02-05,"Bought this to spark interest in my nephews. The oldest, 7yo, plays with it every time he comes to visit. My husband had to help him understand it at first, but now he can do it on his own. May need to get him a bigger set in the future.",0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-01-01,"Our six year old received this as a Christmas gift a week ago. He LOVES it!  He was so excited to use it!  He was able to zoom through all the building options in about 20 minutes. Now, we’re looking for a more advanced set!  Haha!",0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-07-12,My 3 year old son loves this! It has kept him busy for over an hour. We have about the same level understanding on how it works though. All we know is we connect things and they light up!,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-02-09,The box came with a missing piece but I contacted the company and they sent it right out to me. Great customer service! My 7 year old son loves it and can do it mostly by himself with little adult help.,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-02-16,Pretty cool toy.  My kids were interested for maybe an hour or two and definitely did learn the basics of a circuit.  I think of this more like a project that will be done one or maybe two times.,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-07-15,"He loves it! Probably doesn't get as much play time as his Lego sets, but it is a great purchase! I will be getting this again for other little family members who love building and tinkering.",0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-06-16,I purchased this for my son's birthday. He loves puzzles and has worked through several of the projects in the book. I love that the projects have picture instructions and an easy grid for him to follow. We will be getting the next level set for Christmas!,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-06-22,Bought this for my 5 year old. He loves it. He was able to do all the projects by himself without any help. Great intro into circuits.,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-02-13,"I got this for my 3 1/2 year old nephew for Christmas. I guess he loves it! I know he is a little young, but he is a bright kid for his age and my sister in law is asking that I get him more for his birthday! It sounds like he enjoys it, and it is pretty easy for him to use. This is a great way to teach kids basic electronics in a safe and constructive way! I will be a long time customer for sure (:",0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2019-12-28,my 6 year old loves this. after we did a few together he got the hang of it and works them by himself now. he likes to figure out how to make things work on it without the instructions too. easy to use and educational,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-01-12,"My 5 year old son loves this! I had to help him a bit put it together, but once he got the hang of it- he tried many different configurations. This is super cool and a learning toy. Totally recommend.",0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,4.0,United States,2019-12-29,Bought this for my 8 yr old grandson. He put it together in minutes and was excited first  but would have loved a more advanced version perhaps,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,3.0,United States,2020-07-16,The connection where you put the egg on top broke and stuck inside the egg.  Not very durable,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-05-31,"My 4 year old absolutely loves this. He can follow the diagrams with a little help, but also enjoys just playing around with it to see what works. He has managed to break  the fan twice , but I have easily fixed it both times. Played with it all day and picked it up immediately the next morning.",0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-02-08,Got this for my 6 yr old son. He loves it. My husband had just as much fun as my son. It’s a great way to get kids interested in stem in a simple way.,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-01-19,"I must say for the price , excellent , also super fast shipping to NYC which is kind of hard nowadays even using prime .",0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,4.0,United States,2020-03-05,I got this for my 6 yr son that is interested in electricity and love this old circuit board he fond in my husbands things. He loves it! The only complaint I have is that the egg light is fragile And broke within a day of play.,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-03-04,My 5 yr olds put all the “machines “together in one day. Definitely investing in add ons. Highly recommended,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-07-19,Have to definitely have parental help especially with the younger kids.  My granddaughter loves it.  Gives her special time with Daddy.  Great learning game.,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-07-19,Fabulous toy. Great for little ones just learning. Our four year old loves it.,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,3.0,United States,2019-12-27,"My six-year-old son loved this. Unfortunately, many pieces broke after just 3-4 hours of play. The sound piece stopped making noise, the spinning lights stopped working, and the red-yellow light bulb broke off. It is really disappointing.",0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,2.0,United States,2020-05-08,The piece the egg is connected to broke on first use. Would love to have it replaced.,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,1.0,United States,2020-04-16,Not worth it. Snap Circuits,1
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2019-12-26,"We bought these for Christmas gifts for our 3 grandsons, ages 6, 8 and 11 years old.  They all played with them all day.  They were a big hit with everyone.  Their Dad is a teacher and he was impressed with how much learning was going on in the play.  I will be buying more kits in the future to add to the fun.",0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-01-29,"My 10 year old grandson received this as a gift and he loves the product. With so many projects to build, he was/is deeply involved and interested in completing and going onto the next project. He's even taken it on road trips with the family!",0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-05-08,"It was a huge hit with my 5 year old grandson. It is easy to use, put together and my grandson loves that he can make it light up, make noise and it has a fan that spins.",0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-02-23,Perfect for a six year old who is curious about electronic. Arrived on time and well packaged.,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-01-02,"The grandsons, ages 3 & 5, loved the Electronics Kit! Papa is an engineer so had a blast working with the boys on this. The yellow snap piece that controls the light bulb did blow within 15 mins after opening the game. Not sure if it was something we did.. I am trying to find out if replacement parts are available.  Would definitely recommend this!",0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-01-14,"I love Snap Circuits! Durable & my grandkids age 2 through 10 have a blast building the projects, & they are learning!!",0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-04-15,My kids absolutely love building circuits together. This was an amazing investment.,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-01-05,Bought as a gift for a 5 year old. She loved it and really enjoyed building it.,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-02-11,I spent hours with grandkids playing with this.,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-01-31,Grandson started to play with it before opening other gifts.,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-01-05,Have bought 2 as gifts for 7 year olds. Both LOVE this!!!,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-03-01,My son loved building this. Perfect for a 9-10 year old.,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,3.0,United States,2020-02-16,Honestly I was expecting something nicer . Wasn’t happy,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-06-23,We had a lot of with it. Easy to use.,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,3.0,United States,2019-12-30,"My 7-year-old niece LOVED this gift. Unfortunately, after one trip through the book two of the pieces no longer worked. If you are rating this for 5+, the pieces need to be sturdy enough for little hands to snap them on and off repeatedly without the wiring coming lose. I’m undecided,now, whether to purchase the larger set for her birthday.",0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-01-27,Good directions for many different set ups. 6yo loves it and plays all the time.,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2019-12-29,Love that it has easy to use directions.,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,2.0,United States,2020-07-06,"My daughters like this toy, but D10 almost immediately burned down. It was pretty clear why when I opened it. LED wires were shorting the resistor as seen on the picture. Fun toy and good for the money, but poor quality.",0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-06-14,Great for kids n mind stimulating.,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-01-11,Great Christmas gift for our 6 yr old grandson. He was able to complete all 21 projects with ease after an explanation of parts. The pictures were a big plus too . Highly recommend this product and will buy the next step up for his birthday.,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-01-30,Great gift for kids.,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-02-28,My grandsons loved them... Turned out to be a favorite,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-02-09,8 year old grandson is having a blast with this toy,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-06-23,"This is a fantastic product. It is perfect for ages 5-8. Simple diagrams, no reading required!",0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-01-13,My 9 yo recieved this for Christmas. He was relunctant to play with it at first. But once he started he loved it. He has already asked for more.Learning toys at their finest!,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2019-12-25,"I bought this for my niece for her 5th birthday.  She loved it, but she did all 21 projects in one day.  I'm planning to buy her the 100 project set with more pieces soon.",0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-02-14,Fun,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-02-23,Nice set,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2019-12-31,"These are a GREAT toy. My 5 year old figured it out within minutes, and loves them.",0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-07-16,Video Player is loading.,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2019-12-24,5 1/2 year old loves this kit. Easy to use,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,1.0,United States,2019-12-25,"Got this for Xmas, my son was so excited but two of the pieces didn’t work. Disappointed. Very cool concept, too bad it was defective.",1
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-02-12,"Super present for boys who love building mechanisms - easy to use, clear instructions, lots of project variations",0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2019-12-24,My son loves these.,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-01-01,Granddaughter loved this. She was so excited to play with it.,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-01-20,My grandson is a curious 5 year old and loves being creative. This fit the bill.,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-01-07,"My 5yo boy loved this, he was able to use this toy for hours and was proud of every creation!",0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,4.0,United States,2020-01-05,Fun and educational,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,4.0,United States,2020-01-12,A gift for my 8 yr old son,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,5.0,United States,2020-01-12,My 8 year old loves this.,0
Snap Circuits Beginner Electronics Discovery Kit (Multi-Color),Electronics,25.99,4.0,United States,2020-07-12,thanks,0
Snap Circuits PLUS Electronics Exploration Kits | Full Color Project Manual | STEM Educational Toy for Kids 8+ (SC-310),Electronics,nan,4.0,United Kingdom,2020-03-10,Another thing that is better now than it was when I was a kid.  This is an outstanding idea that makes building the circuits a breeze so you can focus on the learning.One point lost because 1) too much emphasis on noise-producing circuits and 2) the whistle chip is not sensitive enough for work properly in some examples.,3
Snap Circuits PLUS Electronics Exploration Kits | Full Color Project Manual | STEM Educational Toy for Kids 8+ (SC-310),Electronics,nan,4.0,United Kingdom,2019-12-21,"I had something a bit like this when I was a kid - that was over 50 years ago! The kt I had was made by Philips and was much more fiddly to use as the components were connected into the circuits using tiny spring clips and you needed to use wire strippers. This is much easier to use as the components are mounted on plugs which locate into a board. Bought this for one of my nephews for Christmas. He hasn't actually received it yet, but I'm anticipating most of the family will enjoy building electronic gadgets with it.",3
Snap Circuits PLUS Electronics Exploration Kits | Full Color Project Manual | STEM Educational Toy for Kids 8+ (SC-310),Electronics,nan,3.0,United Kingdom,2019-12-30,My son loves this.  We’ve tried a few circuits and he loves seeing the results and understanding how things work.So why only 3 stars??  A couple of the components are faulty (one being a switch that works intermittently).  I haven’t contacted the seller yet but hopefully they’ll replace the faulty parts and I’ll adjust the rating accordingly.  This was purchased at a reduced price during Cyber Monday deals so I don’t particularly want a refund as I’d have to pay much more to replace it so I’m hoping the seller will resolve the issue directly.,11
Snap Circuits PLUS Electronics Exploration Kits | Full Color Project Manual | STEM Educational Toy for Kids 8+ (SC-310),Electronics,nan,5.0,United Kingdom,2020-02-29,"Great set for child interested in electronics. Easy to use, lots of different things to do in it. Each section has the correct symbol on, so can help with more advanced electronics revision as well as for young children.Bought for my 8 year old as a Christmas gift and it's been a hit.Seems safe and sturdy as well, so I can see it being used again and again.",4
Snap Circuits PLUS Electronics Exploration Kits | Full Color Project Manual | STEM Educational Toy for Kids 8+ (SC-310),Electronics,nan,5.0,United Kingdom,2020-01-26,"She's been asking for this for months so we included it at Christmas. Instructions are really clear so even if you don't understand electronics, you'll be able to help them learn. She's really taken to it and is learning well as she goes with a target to upgrade to breadboard to make circuits just like daddy :)",2
Snap Circuits PLUS Electronics Exploration Kits | Full Color Project Manual | STEM Educational Toy for Kids 8+ (SC-310),Electronics,nan,5.0,United Kingdom,2020-07-29,"Bought it for my grandson who loves taking things apart to see how they work,he was over the moon with it has not put it down. It is well made and really good at making learning fun would deffo recomend",1
Snap Circuits PLUS Electronics Exploration Kits | Full Color Project Manual | STEM Educational Toy for Kids 8+ (SC-310),Electronics,nan,5.0,United Kingdom,2020-01-04,"This is a great product. Gets my kids off technology, and learning something useful whilst having fun.The book is good, helps them to understand what they are doing and what they are learning. Brilliant toy.",0
Snap Circuits PLUS Electronics Exploration Kits | Full Color Project Manual | STEM Educational Toy for Kids 8+ (SC-310),Electronics,nan,5.0,United Kingdom,2020-01-01,"Brilliant toy, fun and knowledgeable. My son spend hours in it. It's a best present ever.",1
Snap Circuits PLUS Electronics Exploration Kits | Full Color Project Manual | STEM Educational Toy for Kids 8+ (SC-310),Electronics,nan,5.0,United Kingdom,2019-12-16,This is a present for my grandson bought because he liked the one I bought for his cousin last year.The first one is still being played with and has proved very popular.,0
Snap Circuits PLUS Electronics Exploration Kits | Full Color Project Manual | STEM Educational Toy for Kids 8+ (SC-310),Electronics,nan,5.0,United Kingdom,2020-01-04,"I am an electronics engineer by trade and bought this for my daughter who absolutely loves it. She’s only young at the moment and uses the simpler projects, but there’s plenty for her to do and learn as she gets older.",0
Snap Circuits PLUS Electronics Exploration Kits | Full Color Project Manual | STEM Educational Toy for Kids 8+ (SC-310),Electronics,nan,5.0,United Kingdom,2020-04-18,"Great educational toy, not cheap but worth every penny !",0
Snap Circuits PLUS Electronics Exploration Kits | Full Color Project Manual | STEM Educational Toy for Kids 8+ (SC-310),Electronics,nan,5.0,United Kingdom,2020-08-01,Great product for learning how electricity works.,0
Snap Circuits PLUS Electronics Exploration Kits | Full Color Project Manual | STEM Educational Toy for Kids 8+ (SC-310),Electronics,nan,5.0,United Kingdom,2020-01-01,I purchased Snap Circuits for my Grandson. He has thoroughly enjoyed making numerous circuits and it has given hours of educational playtime.A great product that makes learning fun.,1
Snap Circuits PLUS Electronics Exploration Kits | Full Color Project Manual | STEM Educational Toy for Kids 8+ (SC-310),Electronics,nan,5.0,United Kingdom,2020-02-12,My six year old grandson took to it very quickly and enjoyed the challenge of making the circuits come to life!,0
Snap Circuits PLUS Electronics Exploration Kits | Full Color Project Manual | STEM Educational Toy for Kids 8+ (SC-310),Electronics,nan,5.0,United Kingdom,2019-12-28,Nice toy for older kids.My 8 and 6 years old boys quite like it. It’s now their favourite of all toys from Santa. The music part could be better though.,0
Snap Circuits PLUS Electronics Exploration Kits | Full Color Project Manual | STEM Educational Toy for Kids 8+ (SC-310),Electronics,nan,5.0,United Kingdom,2020-03-21,Excellent kit for my ten year old son. Really interesting and educational. Kids enjoy it so much and are so amazed that they hardly realise they are learning. Parts are of very high quality and I’ll be sure to buy again from this brand.,0
Snap Circuits PLUS Electronics Exploration Kits | Full Color Project Manual | STEM Educational Toy for Kids 8+ (SC-310),Electronics,nan,5.0,United Kingdom,2020-02-11,Fantastic quality. Our 8 year old is over the moon with this.,0
Snap Circuits PLUS Electronics Exploration Kits | Full Color Project Manual | STEM Educational Toy for Kids 8+ (SC-310),Electronics,nan,5.0,United Kingdom,2019-12-27,TEACHING,0
Snap Circuits PLUS Electronics Exploration Kits | Full Color Project Manual | STEM Educational Toy for Kids 8+ (SC-310),Electronics,nan,5.0,United Kingdom,2020-01-01,Fantastic product that keep young and old busy,1
Snap Circuits PLUS Electronics Exploration Kits | Full Color Project Manual | STEM Educational Toy for Kids 8+ (SC-310),Electronics,nan,5.0,United Kingdom,2019-12-28,Brilliant product.Inspires learning and creativity.,1
Snap Circuits PLUS Electronics Exploration Kits | Full Color Project Manual | STEM Educational Toy for Kids 8+ (SC-310),Electronics,nan,5.0,United Kingdom,2020-02-02,Excellent way to introduce children to basic electronics,0
Snap Circuits PLUS Electronics Exploration Kits | Full Color Project Manual | STEM Educational Toy for Kids 8+ (SC-310),Electronics,nan,5.0,United Kingdom,2019-12-13,The price was fantastic as I got the 700 series set at for price of the 500 series set. This is a Xmas present for my 6 year old so I will update the review in due course.,0
Snap Circuits PLUS Electronics Exploration Kits | Full Color Project Manual | STEM Educational Toy for Kids 8+ (SC-310),Electronics,nan,5.0,United Kingdom,2019-12-10,I purchased this for my 7 year old boy who absolutely loves everything technical. It’s an amazing tool for learning about electronics/electrical circuits.,0
Snap Circuits PLUS Electronics Exploration Kits | Full Color Project Manual | STEM Educational Toy for Kids 8+ (SC-310),Electronics,nan,5.0,United Kingdom,2020-01-04,Great learning toy for children to experiment on their own and with guidance. Very sturdy design with no small/fiddly bits to loose/break.,0
Snap Circuits PLUS Electronics Exploration Kits | Full Color Project Manual | STEM Educational Toy for Kids 8+ (SC-310),Electronics,nan,5.0,United Kingdom,2020-01-14,Great toy educational and great fun!,0
Snap Circuits PLUS Electronics Exploration Kits | Full Color Project Manual | STEM Educational Toy for Kids 8+ (SC-310),Electronics,nan,5.0,United Kingdom,2020-06-01,dood toy,0
